,comment,date
25,"#Repost @illusomina 😊
.
.
.
#kpop#kdrama #kmovie#koreaactor
#myfavorite #Kstar 😘

👇😘👇😘👇😘👇

#이제훈#leejehoon
#박서준#parksoejoon
#산다라박 #sandarapark  #제니#jennie
#이재욱#leejaewook
#공유#gongyoo 
#신민아#shinmina #김수현#kimsoohyun 💕",
26,"Photo by 에티카 ETIQA on July 17, 2020. 이미지: 문구: '판매 공지 2020년 07월 21일 화요일 17시 판매 개시 주문 아이디당 최대 3ET까지 (마스크 총 30매입) 구매 가능 ETIQA'.","July 17, 2020"
27,"Photo shared by 클로젯걸 on July 19, 2020 tagging @thenorthface_kr. 이미지: 사람 1명.","July 19, 2020"
28,"My favorite actors and videos  One time to follow and admire your work ps. I hope the two of them will have the opportunity to come together again.♥️ @illusomina
#소지섭#신민아#소지섭신민아#sojisub#shinminah#soshinforever#ohmyvenus#koreandrama#Dramaseries#kbsdrama",
29,"Photo by ggang on September 10, 2020. 이미지: 텍스트.","September 10, 2020"
30,"Photo shared by COSMOPOLITAN KOREA 코스모폴리탄 on August 06, 2020 tagging @rogervivier, @gherardofelloni, and @illusomina. 이미지: 사람 1명, 서 있음, 밤.","August 06, 2020"
31,"Photo by shinminafans on September 04, 2020. 이미지: 사람 1명 이상, 텍스트.","September 04, 2020"
32,"Photo by 🌟샵샵 푸름🌟집에서 간단하게 돈벌어요ᴗ͈ ˬ ᴗ͈ in 가포 덕동. 이미지: 사람 1명 이상, 실내.",
33,"Photo by megabox_plus_m on August 14, 2020. 이미지: 사람 3명, 문구: '최고를 향한 I 2020.09 KBS2 영화찾다 8월 15일(토) 오전 10시 20분'.","August 14, 2020"
34,"@megabox_plus_m (@get_repost)
・・・
수면 위로 떠오르는 욕망과 광기
둘이 될 수 없는 자리🥇
 
🌟<디바> 메인 예고편 공개 기념 EVENT🌟
 
내 인생에서 광기가 최고치를 찍었던 순간은?
필수 해시태그+개인 SNS에 게시물 공유 후 댓글에 기대평 남기면
추첨을 통해 예매권을 드립니다🎁 (~8/27, 당첨자 개별고지)
 
필수 해시태그👑 #디바 #디바메인예고편공개
 
#신민아 #이유영 #이규형 #9월대개봉",
35,"Photo by 옘 on August 28, 2020. 이미지: 사람 2명, 화면, 문구: '연 영화<디바> 마이유업이.원 0.09 KBSQ 디 9 본방사수 본방 이벤트 이번주 본방 사수 시청 인증 사진을 해시태그 #연중라이브 와 함께 SNS에 올려주세요 추첨을 통해 특별한 선물을 보내드립니다. 많은 참여 부탁드려요'.","August 28, 2020"
36,#신민아 #이유영 #이규형 #9월대개봉,
37,"Photo by 이웃집피식피식 on August 29, 2020. 이미지: 텍스트.","August 29, 2020"
38,"Photo by 이예쁨___❤️ on June 03, 2020. 이미지: 문구: 'RICH ALOHA 협재! MANGO'.","June 03, 2020"
39,"Photo by 디플랜< D.plan>김은미 in 타임스퀘어 (Times Square). 이미지: 사람 1명, 서 있음.",
40,"Photo shared by COURONNE on August 27, 2020 tagging @couronne_official, and @1064_studio. 사진 설명이 없습니다..","August 27, 2020"
41,"Behind the scenes of @rogervivier with Actress Mina Shin @illusomina 💕 

Produced & Directed by @petiteconcierge 
@petitesoooo @everythingrey @01.0z 
@steph.kim @zeehyeon @rawwstudios @kimgyujin @chaelin_jwa @ament_official 💕💕

#petiteconcierge #PetiteProduction #프로덕션 #기획 #연출 #AVivierLoveStory #RogerVivier #로저비비에 #배우 #신민아",
42,"Photo by 요즘핫👍🏻 on July 22, 2020. 이미지: 사람 1명.","July 22, 2020"
43,"Photo by 킴썬🤭 on May 30, 2020. 이미지: 사람 1명, 아기.","May 30, 2020"
44,"Photo by 쿠쿠 on August 28, 2020. 이미지: 사람 3명, 텍스트.","August 28, 2020"
45,"Photo by 𝐌𝐲 𝐰𝐨𝐫𝐥𝐝 on July 15, 2020. 이미지: 사람 3명, 문구: 'Geç bir sonbahar gecesi, öğrenci ağlayarak uyandı. @myworld839 Ustası sordu öğrencisine... ""Kabus abus mu gördün?"" ""Hayır.""'.","July 15, 2020"
46,"갓 20살이 된 예의 바른
신민아 닮은 귀여운 동생
키도 크고 날씬하니까
어떤 옷이든 잘 소화할거 같고
당돌하게 이상형이 어떻게 되느냐고 물어보고
자신감이 넘쳐서 이 동생은 에이스가 될 거 같다

메이크업과 헤어를
전문가한테 받으니까
더 예뻐 보여서 좋다고 하는
신민아 닮은 동생

#스타일변신💇 #스타일변신성공 #스타일변신필요 #스타일변화는헤어부터 #스타일의완성은얼굴 #예뻐진모습 #텐프로 #텐카페 #헤어샵 #여자헤어스타일 #신민아 #신민아머리 #신민아원피스 #신민아닮은꼴
#여자헤어스타일 #여자의변신은무죄",
47,"#오마이비너스 😘💕💕💕 ( 2015.12.14.월.  9회)
.

캠프파이어 맨 마지막순서~ 🤣🤣 촛불점화~ 
촛불의식? 이라고 했나?
개인적으로 별로 안좋아 했던 기억이~🤣🤣🤣
.
.
.
✔최이사와 우식의 이상항 낌새를 눈치 챈 민실장은 영호에게 조심하라고 당부한다. 영호의 집에서 나가기로 한 주은은 영호와 준성, 지웅과의 특별한 시간을 계획하는데...
.
.
.
#장준성_넘나_멋짐😍  #존킴  #소지섭  #헨리  #신민아
.
.
.
##성훈  #배우성훈  #sunghoon  #roiii  #로이방  #한류스타 
.
.
.
📌http://vod.kbs.co.kr/m/index.html?source=episode&sname=vod&stype=vod&program_code=T2015-0607&program_id=PS-2015224268-01-000&section_code=03&broadcast_complete_yn=Y&local_station_code=00#refresh🐕",
48,"Photo by 먹스타그램_❤️ on September 02, 2020. 이미지: 사람 2명, 음식.","September 02, 2020"
49,"@daraxxi #babyface 😍
.
.
.
#kpop#kdrama #kmovie#koreaactor
#myfavorite #Kstar 😘

👇😘👇😘👇😘👇

#이제훈#leejehoon
#박서준#parksoejoon
#산다라박 #sandarapark  #제니#jennie
#이재욱#leejaewook
#공유#gongyoo 
#신민아#shinmina #김수현#kimsoohyun 💕",
50,"Gerimis bener bener bikin halu & melow gaes
Cucok banget sambil dengerin lagu ini. Btw tiap inget drakor beserta theme song ini, auto bikin halu & baper 😌
.
.
.
#sojisub #sojisubfan #mastersun #masterssun #SoJiseob  #소지섭 #신민아  # #소지섭  #SoJiseob #소지섭 #신민아  #소지섭 #김우빈 #gongyoo #leedongwook #tiktok #kdrama  #drakor  #kdramalove #dramakorean #drakorromance #kdramafans #bestkdrama  #koreandramalovers #kdramameme  #kdramalover  #drakor #dramakorea #drakorromance  #koreanactor
#KimWooBin #김우빈  #kdramalove  #kdrama #KoreanDrama  #우리빈 #우빈 #이종석  #koreanmovie  #koreanmen",
51,#영화 #디바 #신민아 #이유영 #이규형 #diva #제작발표회,
52,"Photo by Nec Shop Kpop (2nd Account) in NEC SHOP KPOP. 이미지: 사람 3명, 문구: 'Online Shop NECshop NE Shop K'.",
53,"Photo shared by @kstar_myfavorite on July 01, 2020 tagging @daraxxi, @bn_sj2013, @illusomina, @soohyun_k216, @jennierubyjane, @leejehoon_official, and @jxxvvxxk. 이미지: 사람 1명, 근접 촬영.","July 01, 2020"
54,"Photo by Scene Baker on June 11, 2020. 이미지: 사람 1명 이상, 실외, 근접 촬영.","June 11, 2020"
55,"@bn_sj2013 💕
“Summer Vacation”
#박서준 #ParkSeoJoon
@_jungyumi @dntlrdl
.
.
.

#kpop#kdrama #kmovie#koreaactor
#myfavorite #Kstar 😘

👇😘👇😘👇😘👇

#이제훈#leejehoon
#박서준#parksoejoon
#산다라박 #sandarapark  #제니#jennie
#이재욱leejaewook
#공유#gongyoo 
#신민아#shinmina #김수현#kimsoohyun 💕",
56,"Let’s dance like Angelababy ❤️❤️ ❤️with Molsion MS-5029 sunshades on!⚡️⚡️⚡️

❤️楊穎佩戴著陌森MS-5029 平面高清太陽眼鏡🕶️，大家一起跳吧！🔥🔥🔥
別跟風， 自己決定自己的風格！😘

Check it out!!! MOLSION 🕶 MAKES ME GLOW✨

#Molsion
#MolsionEyewear
#MolsionMalaysia 
#eyeglasses
#sunglasses
#SpekMataStylo
#Malaysianfashion
#ootdmalaysia
#陌森眼鏡
#就讓我們不一樣
#celebrities
#angelababy
#angelababyct
#眼镜
#angelababy杨颖
#FocusOnMe
#caixukun 
#kun 
#ikun 
#ninepercent 
#偶像练习生 
#蔡徐坤
#fashionkl
#신민아 
#ShinMinA 
#ShinMinAh 
#申敏兒
#我女友是九尾狐
#malaysiakpopfan 
#kpopMalaysia",
57,"Photo by southern on September 06, 2020. 이미지: 사람 1명 이상, 텍스트.","September 06, 2020"
58,"#오마이비너스 😘💕💕💕 ( 2015.12.08.화.  8회 )
희진에게 고백 받은 준성 놀리는 찌웅이~~🤣🤣🤣🤣 🤣🤣
영호형님~ 어디서 들어본소리인데~🤣🤣🤣🤣
.
.
.
영호에게 큰 배신감을 느낀 주은! 영호는 그런 주은을 만나기 위해 대구로 향한다. 한편, 우식은 존킴이 가홍 사람일수 있다는 사실을 알게 되는데...
.
.
.
#장준성_넘나_멋짐😍  #존킴  #소지섭  #헨리  #신민아
.
.
.
#성훈  #배우성훈  #sunghoon  #roiii  #한류스타
.
.
.
📌http://vod.kbs.co.kr/m/index.html?source=episode&sname=vod&stype=vod&program_code=T2015-0607&program_id=PS-2015221555-01-000&section_code=03&broadcast_complete_yn=Y&local_station_code=00#refresh",
59,"Photo shared by @_min_a_shin on June 17, 2020 tagging @illusomina, and @ament_official. 이미지: 사람 1명, 근접 촬영.","June 17, 2020"
60,"[CLIP] KDrama OST ☺️🎸🎼💕
🎤 Lee Sunhee
🎧 The Person I Love
🎥 My Girlfriend is Gumiho (2010) #OST_Gumiho
💌 Do you realize that this drama is almost 10 years old? Im gonna complete the OST and post its playlist! 😆 <🐰>
----------------------------------------
© Disclaimer : Clips posted in this account are personally made by us and aren't used for commercial purposes. Do not repost without permissions.
© Credits :
[Song] Hook Ent.
[Lyrics] MelOn Music
[Translation] @kdramas.ost
----------------------------------------
💌 Click link on bio / profile to request OST
----------------------------------------
#koreandrama #dramakorea #kdrama #kdramaost #koreandramaost #originalsoundtrack #mygirlfriendisagumiho #내여자친구는구미호 #leeseunggi #shinminah #이승기 #신민아 #leesunhee #이선희",
61,"Photo by 유머에 푹 빠지는곳 on August 10, 2020. 이미지: 문구: '한효주 박신혜 대표선행스타'.","August 10, 2020"
62,".
'디바' DIVE 제작기 영상
이규형 배우님cut
⠀
⠀
출처 : http://tv.naver.com/v/15430403?openType=nmp
⠀
⠀
#영화디바
#이규형 #신민아 #이유영",
63,"Photo by 노스페이스 녹산점 on July 26, 2020. 사진 설명이 없습니다..","July 26, 2020"
64,"@bn_sj2013 💕
“Summer Vacation”
#박서준 #ParkSeoJoon
@_jungyumi @dntlrdl
.
.
.

#kpop#kdrama #kmovie#koreaactor
#myfavorite #Kstar 😘

👇😘👇😘👇😘👇

#이제훈#leejehoon
#박서준#parksoejoon
#산다라박 #sandarapark  #제니#jennie
#이재욱leejaewook
#공유#gongyoo 
#신민아#shinmina #김수현#kimsoohyun 💕",
65,"Photo by 2ssue 보따리🎁 on September 11, 2020. 이미지: 문구: '개천질집회 집회 집회 안갑니다! 버스 운행거부 광화문 집회 또 일어나면 안됩니다!'.","September 11, 2020"
66,"#repost @moviebogo
・・・
둘이 될 수 없는 자리👑

최고를 둘러싼 #신민아 X #이유영 의 핏빛 광기가 깨어나다!!

 

#디바 메인 예고편 공개 이벤트🥇
 

예고편을 보고 개인 SNS에 공유+기대평을 댓글에 남겨 주시면

추첨을 통해 예매권을 드립니다🎁

 
 ✍ 일정 : 8/20(목)~8/27(목) 
 ✍ 발표 : 8/28(금)
 ✍ 인원 : 페이스북 10명(1인 2매, 총 20매)  인스타그램 15명(1인 2매, 총 30매)
 

#신민아 #이유영 #이규형 #9월대개봉",
67,"Photo by 정윤경 on May 29, 2020. 이미지: 사람 1명, 문구: 'Hugreen 창문을열지않아도 자동으로환기가되는 #자동환기칭'.","May 29, 2020"
68,"Photo by 김윤미(영화사올) on September 07, 2020. 이미지: 사람 2명, 텍스트.","September 07, 2020"
69,"Photo by 정윤경 on May 30, 2020. 이미지: 사람 1명, 문구: 'Hugreen 창문을열지않아도 자동으로환기가되는 #자동환기창'.","May 30, 2020"
70,"Photo by 진영 in Busan 釜山, South Korea. 이미지: 사람 1명, 앉기, 실내.",
71,"Photo by VM PROD. Director Wally Seo on August 07, 2020. 이미지: 사람 3명, 실내.","August 07, 2020"
72,"Photo shared by K Fashion Information 🌟 on September 10, 2020 tagging @rogervivier, @kindersalmon, @recto_official, and @illusomina. 이미지: 사람 1명 이상, 문구: 'RECTO. KINDERSALMON SEOUL Roger Vivier PARIS ROGTN IER'.","September 10, 2020"
73,"Photo shared by yanoyuhi on September 10, 2020 tagging @illusomina, @super_d.j, and @l__lijah. 이미지: 사람 7명, 서 있는 사람들, 정장, 텍스트.","September 10, 2020"
74,"@illusomina 
🎬DIVA  2020.09👍
.
.
.
#kpop#kdrama #kmovie#koreaactor
#myfavorite #Kstar 😘

👇😘👇😘👇😘👇

#이제훈#leejehoon
#박서준#parksoejoon
#산다라박 #sandarapark  #제니#jennie
#이재욱#leejaewook
#공유#gongyoo 
#신민아#shinmina #김수현#kimsoohyun 💕",
75,"Photo by 정윤경 on May 29, 2020. 이미지: 사람 1명, 문구: 'Hugreen 창문을열지않아도 자동으로환기가되는 #자동환기창'.","May 29, 2020"
76,"악의꽃🌹
.
.
최면치료로 18년전 도민석 공범이랑 대화 했던 시절로?

#악의꽃🌹 #수목드라마 #드라마추천 #이준기 #문채원 #최면 #도민석 #장희진 #스릴러 #세신사 #사회적거리두기 #이유영 #정동원 #김호중 #백지영 #신민아 #히든싱어 #금요일예능 #나혼자산다 #눌러20 #수도권 #코로나 #확진자 #정석원 #좋아요 #좋튀 #좋테 #좋반",
77,"Reposted from @moviebogo 둘이 될 수 없는 자리👑

최고를 둘러싼 #신민아 X #이유영 의 핏빛 광기가 깨어나다!!

 

#디바 메인 예고편 공개 이벤트🥇
 

예고편을 보고 개인 SNS에 공유+기대평을 댓글에 남겨 주시면

추첨을 통해 예매권을 드립니다🎁

 
 ✍ 일정 : 8/20(목)~8/27(목) 
 ✍ 발표 : 8/28(금)
 ✍ 인원 : 페이스북 10명(1인 2매, 총 20매)  인스타그램 15명(1인 2매, 총 30매)
 

#신민아 #이유영 #이규형 #9월대개봉 - #regrann",
78,"#Repost @megabox_plus_m (@get_repost)
・・・
수면 위로 떠오르는 욕망과 광기
둘이 될 수 없는 자리🥇
 
🌟<디바> 메인 예고편 공개 기념 EVENT🌟
 
내 인생에서 광기가 최고치를 찍었던 순간은?
필수 해시태그+개인 SNS에 게시물 공유 후 댓글에 기대평 남기면
추첨을 통해 예매권을 드립니다🎁 (~8/27, 당첨자 개별고지)
 
필수 해시태그👑 #디바 #디바메인예고편공개
 
#신민아 #이유영 #이규형 #9월대개봉",
79,"Photo by Louis Garrell Henry in CGV 용산아이파크몰. 이미지: 사람 1명, 그림.",
80,"@bn_sj2013 & @dntlrdl 🤗
.
.
.
#kpop#kdrama #kmovie#koreaactor
#myfavorite #Kstar 😘

👇😘👇😘👇😘👇

#이제훈#leejehoon
#박서준#parksoejoon
#산다라박 #sandarapark  #제니#jennie
#이재욱leejaewook
#공유#gongyoo 
#신민아#shinmina #김수현#kimsoohyun 💕",
81,"
#내꺼 #내꺼야 #오마이비너스 #소지섭 #신민아 #헨리 #성훈 #조은지  #정혜성 #재밌어 #재밌었어 #한국배우 #한국여배우 #배우 #여배우 #한국 #드라마 #한국드라마 #사랑해 #좋아요 #オーマイビーナス #ソジソブ #シンミナ #ヘンリー #ソンフン #楽しそう #面白い #オーマイビーナス #俺の",
82,"Photo by *모든 유머 , 개그 , 꿀잼 , 힐링 on September 09, 2020. 이미지: 문구: '소질이 있는데!! 대박!! 코끼리의 리듬체조!?'.","September 09, 2020"
83,"Photo by 다락TV on September 08, 2020. 이미지: 사람 1명, 앉기, 문구: '스트레스로 체중 35kg?? 아이러브 그룹 신민아 '왕따 폭로' 신민아'.","September 08, 2020"
84,"ROGER VIVIER
⠀
@RogerVivier
@GherardoFelloni
@Illusomina
⠀
로저 비비에의 앰버서더인 배우 신민아가 브랜드를 위해 기획부터 연출, 연기 등 모든 과정을 이끈 영상 ‘A Vivier Love Story – 비비에 러브 스토리’를 공개합니다. 이번 영상은 로저 비비에가 이야기하는 사랑에 대한 가치를 신민아가 본인만의 시각과 감성으로 재해석한 것이 특징인데요. 여기에 로저 비비에의 크리에이티브 디렉터 게라르도 펠로니와 직접 소통하며 상상력을 더했습니다. 로저 비비에의 2020 F/W 컬렉션 키 아이템들과 함께 과거와 현재, 서울과 파리, 할머니와 손녀 등 대비되는 요소들의 아름다운 하모니를 이룬 완성도 높은 이번 영상은 8월 7일 로저 비비에 웹사이트를 통해 공개됩니다. 또한 준비 과정과 촬영 현장에서 디렉터이자 배우로서의 열정과 노력이 담긴 신민아의 모습 그리고 그녀의 코멘터리가 포함된 메이킹 영상은 8월 14일에 공개될 예정입니다.
⠀
#RogerVivier #AVivierLoveStory
#ShinMina #shinminah #kimwoobin #김우빈 
#신민아 #AMEntertainment",
85,"Photo shared by @kstar_myfavorite on July 04, 2020 tagging @chaelincl, @daraxxi, @bn_sj2013, @illusomina, @soohyun_k216, @newharoobompark, @jennierubyjane, @leejehoon_official, and @jxxvvxxk. 이미지: 사람 1명.","July 04, 2020"
86,"Roger Vivier 2020秋冬形象影片由品牌大使申敏兒自導自演📹✨📹✨
以愛為發想，在「A Vivier Love Story」中，透過祖母與孫女的可愛互動，加上申敏兒化身復古80年代女伶演繹秋冬全新鞋款，呈現跨越巴黎與首爾的溫馨故事🥰🥰
@rogervivier @illusomina #rogervivier #shinmina #신민아",
87,"Photo shared by Aşk dolu bir hayat yaşa on July 16, 2020 tagging @illusomina. 이미지: 사람 1명, 근접 촬영.","July 16, 2020"
88,"Photo by 비안바이블 on September 09, 2020. 이미지: 사람 2명, 문구: '걸그룹 아이러브 멤버 였던 신민아, 올해는 힘들수 밖에 없는 바이오리듬!? 올해 바이오리듬 몸과 마음이 약해지는 시기 -VIAN BIBLE 음양 오행=M- 헤럴드POP 7시간전 네이버뉴스 [단독]""악플 제만 그만"". 前아이러브 신민아, 단적 선택 시도→한강서 구조(종합) 그룹 아이러브 출신 신민아가 소속사 로부터 추가 고소를 당했다고 주장했 고, 소속사 측은 사실무근이라는 입 장을 밝히며 진실 공방을 이어갔다.... 퍼스트 컬러 퍼플 세컨드 컬러 서드 색상 마젠타 아이러브 신민아, 악플러 대화 공개.. ""악플 그만, 힘... 스포츠동아 6시간 전 네이버뉴스 아이러브 출신 신민아 ""악플 그만 다세요"" ..괴로움호 뉴시스 6시간 네이버뉴스 터키석'.","September 09, 2020"
89,"Photo by 에티카 ETIQA on June 15, 2020. 이미지: 문구: '16일 화요일에 만나요 판매 공지 2020년 06월 16일 화요일 17시 판매 개시 주문 아이디당 최대 3ET까지 (마스크 총 30매입) 구매 가능 ETIQA'.","June 15, 2020"
90,"Photo shared by InkiStyle on August 14, 2020 tagging @rogervivier, @cartier, @balmain, @illusomina, and @inki.style. 이미지: 사람 1명, 서 있음, 신발.","August 14, 2020"
91,"Photo by mna on July 16, 2020. 이미지: 사람 2명, 텍스트.","July 16, 2020"
92,"Photo shared by @kstar_myfavorite on June 05, 2020 tagging @jxxvvxxk. 이미지: 사람 1명.","June 05, 2020"
93,#김지운감독 #이병헌 #김영철 #신민아 #김뢰하 #이기영 #황정민 #문정혁 #오달수#진구 #김해곤 #김성오 #ost #yukikuramoto #くらもとゆうき #ロマンス#romance,
94,"Photo by J.Ok(86) on September 03, 2020. 이미지: 사람 1명, 서 있음.","September 03, 2020"
95,"✋✋✋(^3^)/💕
ドンジュン👋👋👋　ｳﾌﾌ🤭
・
釜山の🏠は大丈夫ですか？心配です💦
暑い🔥☀️けど頑張ってね🤗🧡
・
#Repost@super_d.j story～💜
・
@super_d.j 
#어제 
#JTBC #월화드라마 #보좌관2 #세상을움직이는사람들
#이정재 #신민아 #이엘리야 #김동준
#정만식 #김갑수 #정웅인 #박효주 #조복래
#KIMDONGJUN #金桐俊 #桐俊 #ドンジュン#キムドンジュン
#메이저나인 #메이저9 #MAJOR9l",
96,"🌺 출발! 비디오 여행ㅣ심 스틸러 주지훈
#20171224
-
노화를 이유로 위기모면 😂
-
#주지훈 #신민아
#영화 #키친
#JuJiHoon #ShinMinAh
#Movie #TheNakedKitchen
🎞 출처: MBC",
97,"Photo by 네일애 on June 13, 2020. 이미지: 사람 1명 이상, 근접 촬영, 문구: '울트라칼라'.","June 13, 2020"
98,블루베리는 사랑입니다,
99,"Photo shared by @kstar_myfavorite on June 29, 2020 tagging @soohyun_k216. 이미지: 사람 1명, 서 있음, 하늘, 바다, 구름, 실외, 물, 자연.","June 29, 2020"
100,"Photo shared by 에이엠엔터테인먼트 on September 08, 2020 tagging @illusomina. 이미지: 사람 1명, 근접 촬영.","September 08, 2020"
101,"👑 #디바 #디바메인예고편공개

잠재되어있던 최고가 되고 싶은 욕망과 광기가 우연한 사고로 깨어나는 과정을 그려내며 인간의 내면을 파고든 #미스터리스릴러 #디바
파격적인 연기 변신을 선보인 #신민아 와 속내를 알 수 없는 안개 같은 얼굴로 섬세함을 표현한 #이유영 의 연기 케미스트리
#다이빙 이라는 특이한 소재의 스포츠와 #미스터리스릴러 의 결합으로 인간의 욕망을 건드리는 영화 #디바
올여름 극장가 신선한 충격을 기대합니다. 

Reposted from @megabox_plus_m 수면 위로 떠오르는 욕망과 광기
둘이 될 수 없는 자리🥇
 
🌟<디바> 메인 예고편 공개 기념 EVENT🌟
 
내 인생에서 광기가 최고치를 찍었던 순간은?
필수 해시태그+개인 SNS에 게시물 공유 후 댓글에 기대평 남기면
추첨을 통해 예매권을 드립니다🎁 (~8/27, 당첨자 개별고지)
 
필수 해시태그👑 #디바 #디바메인예고편공개
 
#신민아 #이유영 #이규형 #9월대개봉 - #regrann",
102,"Photo by MolsionMalaysia on August 12, 2020. 이미지: 사람 1명, 선글라스, 실외.","August 12, 2020"
103,"Photo shared by @_min_a_shin on July 06, 2020 tagging @illusomina, and @ament_official. 이미지: 사람 5명.","July 06, 2020"
